Name,Domain,Status,Notes,Sources,clean_domain,russian_prop
uraiski-kurier[.]ru,uraiski-kurier[.]ru,,,[17],uraiski-kurier.ru,1
urogay-smol[.]ru,urogay-smol[.]ru,,,[17],urogay-smol.ru,1
urus-martan[.]info,urus-martan[.]info,,,[17],urus-martan.info,1
uryupinskgazeta[.]ru,uryupinskgazeta[.]ru,,,[17],uryupinskgazeta.ru,1
ussuriysk-news[.]ru,ussuriysk-news[.]ru,,,[17],ussuriysk-news.ru,1
ust-bolshereczk[.]ru,ust-bolshereczk[.]ru,,,[17],ust-bolshereczk.ru,1
ust-bolsheretsk[.]ru,ust-bolsheretsk[.]ru,,,[17],ust-bolsheretsk.ru,1
ust-ilim[.]press,ust-ilim[.]press,,,[17],ust-ilim.press,1
ust-kutskaya[.]ru,ust-kutskaya[.]ru,,,[17],ust-kutskaya.ru,1
ustkam-vremya[.]ru,ustkam-vremya[.]ru,,,[17],ustkam-vremya.ru,1
ustvesti[.]ru,ustvesti[.]ru,,,[17],ustvesti.ru,1
ustyugvestnik[.]ru,ustyugvestnik[.]ru,,,[17],ustyugvestnik.ru,1
utrolagani[.]ru,utrolagani[.]ru,,,[17],utrolagani.ru,1
uva-projector[.]ru,uva-projector[.]ru,,,[17],uva-projector.ru,1
uyar-rassvety[.]ru,uyar-rassvety[.]ru,,,[17],uyar-rassvety.ru,1
uzhur-volost[.]ru,uzhur-volost[.]ru,,,[17],uzhur-volost.ru,1
v-dalgor[.]ru,v-dalgor[.]ru,,,[17],v-dalgor.ru,1
v-gorizont[.]ru,v-gorizont[.]ru,,,[17],v-gorizont.ru,1
v-kizilyurt[.]ru,v-kizilyurt[.]ru,,,[17],v-kizilyurt.ru,1
v-nerungri[.]ru,v-nerungri[.]ru,,,[17],v-nerungri.ru,1
v-neryungri[.]ru,v-neryungri[.]ru,,,[17],v-neryungri.ru,1
vagai-pravda[.]ru,vagai-pravda[.]ru,,,[17],vagai-pravda.ru,1
val-zvezda[.]ru,val-zvezda[.]ru,,,[17],val-zvezda.ru,1
valdaygazeta[.]ru,valdaygazeta[.]ru,,,[17],valdaygazeta.ru,1
vash-mikhailovsk[.]ru,vash-mikhailovsk[.]ru,,,[17],vash-mikhailovsk.ru,1
vashe-prav[.]ru,vashe-prav[.]ru,,,[17],vashe-prav.ru,1
vchaspik[.]ru,vchaspik[.]ru,,,[17],vchaspik.ru,1
vech-aldan[.]ru,vech-aldan[.]ru,,,[17],vech-aldan.ru,1
vecherka-kuybyshev[.]ru,vecherka-kuybyshev[.]ru,,,[17],vecherka-kuybyshev.ru,1
vecherka-ner[.]ru,vecherka-ner[.]ru,,,[17],vecherka-ner.ru,1
vecherka-obninsk[.]ru,vecherka-obninsk[.]ru,,,[17],vecherka-obninsk.ru,1
vecherkandalaksha[.]ru,vecherkandalaksha[.]ru,,,[17],vecherkandalaksha.ru,1
vechernee-petuhovo[.]ru,vechernee-petuhovo[.]ru,,,[17],vechernee-petuhovo.ru,1
vecherni-karachev[.]ru,vecherni-karachev[.]ru,,,[17],vecherni-karachev.ru,1
vecherni-obninsk[.]ru,vecherni-obninsk[.]ru,,,[17],vecherni-obninsk.ru,1
vecherni-ustilim[.]ru,vecherni-ustilim[.]ru,,,[17],vecherni-ustilim.ru,1
vecherniy-sudak[.]ru,vecherniy-sudak[.]ru,,,[17],vecherniy-sudak.ru,1
vecherny-ishim[.]ru,vecherny-ishim[.]ru,,,[17],vecherny-ishim.ru,1
vektor-nedeli[.]ru,vektor-nedeli[.]ru,,,[17],vektor-nedeli.ru,1
vektor-tatarsk[.]ru,vektor-tatarsk[.]ru,,,[17],vektor-tatarsk.ru,1
veloboz[.]ru,veloboz[.]ru,,,[17],veloboz.ru,1
verhnednepr[.]ru,verhnednepr[.]ru,,,[17],verhnednepr.ru,1
verhneket[.]ru,verhneket[.]ru,,,[17],verhneket.ru,1
verkhnekamie[.]ru,verkhnekamie[.]ru,,,[17],verkhnekamie.ru,1
verny-put[.]ru,verny-put[.]ru,,,[17],verny-put.ru,1
ves-gubkinsky[.]ru,ves-gubkinsky[.]ru,,,[17],ves-gubkinsky.ru,1
ves-mirny[.]ru,ves-mirny[.]ru,,,[17],ves-mirny.ru,1
ves-rybinsk[.]ru,ves-rybinsk[.]ru,,,[17],ves-rybinsk.ru,1
ves-severomorsk[.]ru,ves-severomorsk[.]ru,,,[17],ves-severomorsk.ru,1
ves-volgodonsk[.]ru,ves-volgodonsk[.]ru,,,[17],ves-volgodonsk.ru,1
vesti-ah[.]ru,vesti-ah[.]ru,,,[17],vesti-ah.ru,1
vesti-bu[.]ru,vesti-bu[.]ru,,,[17],vesti-bu.ru,1
vesti-kaluga[.]ru,vesti-kaluga[.]ru,,,[17],vesti-kaluga.ru,1
vesti-ls[.]ru,vesti-ls[.]ru,,,[17],vesti-ls.ru,1
vesti-mezhdurechensk[.]ru,vesti-mezhdurechensk[.]ru,,,[17],vesti-mezhdurechensk.ru,1
vesti-millerovo[.]ru,vesti-millerovo[.]ru,,,[17],vesti-millerovo.ru,1
vesti-morozovsk[.]ru,vesti-morozovsk[.]ru,,,[17],vesti-morozovsk.ru,1
vesti-p[.]ru,vesti-p[.]ru,,,[17],vesti-p.ru,1
vesti-yantarnogo[.]ru,vesti-yantarnogo[.]ru,,,[17],vesti-yantarnogo.ru,1
vesti61[.]ru,vesti61[.]ru,,,[17],vesti61.ru,1
vestiharabali[.]ru,vestiharabali[.]ru,,,[17],vestiharabali.ru,1
vestiv[.]ru,vestiv[.]ru,,,[17],vestiv.ru,1
vestivsredu[.]ru,vestivsredu[.]ru,,,[17],vestivsredu.ru,1
vestnik-baltiyska[.]ru,vestnik-baltiyska[.]ru,,,[17],vestnik-baltiyska.ru,1
vestnik-kovdora[.]ru,vestnik-kovdora[.]ru,,,[17],vestnik-kovdora.ru,1
vestnik-ladushkina[.]ru,vestnik-ladushkina[.]ru,,,[17],vestnik-ladushkina.ru,1
vestnik-nachalovo[.]ru,vestnik-nachalovo[.]ru,,,[17],vestnik-nachalovo.ru,1
vestnik-predgoria[.]ru,vestnik-predgoria[.]ru,,,[17],vestnik-predgoria.ru,1
vestnik-pv[.]ru,vestnik-pv[.]ru,,,[17],vestnik-pv.ru,1
vestnik-selsovetov[.]ru,vestnik-selsovetov[.]ru,,,[17],vestnik-selsovetov.ru,1
vestnik-surovikino[.]ru,vestnik-surovikino[.]ru,,,[17],vestnik-surovikino.ru,1
vestnik-tm[.]ru,vestnik-tm[.]ru,,,[17],vestnik-tm.ru,1
vestnik-zav[.]ru,vestnik-zav[.]ru,,,[17],vestnik-zav.ru,1
vestniklk[.]ru,vestniklk[.]ru,,,[17],vestniklk.ru,1
vestnikpr[.]ru,vestnikpr[.]ru,,,[17],vestnikpr.ru,1
vestniktaimyra[.]ru,vestniktaimyra[.]ru,,,[17],vestniktaimyra.ru,1
veteran-pravda[.]ru,veteran-pravda[.]ru,,,[17],veteran-pravda.ru,1
viborkazan[.]ru,viborkazan[.]ru,,,[17],viborkazan.ru,1
vilyuchinsk-izvestia[.]ru,vilyuchinsk-izvestia[.]ru,,,[17],vilyuchinsk-izvestia.ru,1
vilyuisk-gorizont[.]ru,vilyuisk-gorizont[.]ru,,,[17],vilyuisk-gorizont.ru,1
vimpel-rubtsovsk[.]ru,vimpel-rubtsovsk[.]ru,,,[17],vimpel-rubtsovsk.ru,1
vitegoria[.]ru,vitegoria[.]ru,,,[17],vitegoria.ru,1
vitzori[.]ru,vitzori[.]ru,,,[17],vitzori.ru,1
vltavacrimea[.]ru,vltavacrimea[.]ru,,,[17],vltavacrimea.ru,1
vlz-stroitel[.]ru,vlz-stroitel[.]ru,,,[17],vlz-stroitel.ru,1
voinskayaslava[.]ru,voinskayaslava[.]ru,,,[17],voinskayaslava.ru,1
volna-zelenogradsk[.]ru,volna-zelenogradsk[.]ru,,,[17],volna-zelenogradsk.ru,1
vologda-p[.]ru,vologda-p[.]ru,,,[17],vologda-p.ru,1
vologodskylad[.]ru,vologodskylad[.]ru,,,[17],vologodskylad.ru,1
volokolamskoe-shosse[.]ru,volokolamskoe-shosse[.]ru,,,[17],volokolamskoe-shosse.ru,1
voshod57[.]ru,voshod57[.]ru,,,[17],voshod57.ru,1
voshodprim[.]ru,voshodprim[.]ru,,,[17],voshodprim.ru,1
voshodvanino[.]ru,voshodvanino[.]ru,,,[17],voshodvanino.ru,1
voskresenskie-dni[.]ru,voskresenskie-dni[.]ru,,,[17],voskresenskie-dni.ru,1
vostok-alt[.]ru,vostok-alt[.]ru,,,[17],vostok-alt.ru,1
vostregion[.]ru,vostregion[.]ru,,,[17],vostregion.ru,1
votkinsk-segodnya[.]ru,votkinsk-segodnya[.]ru,,,[17],votkinsk-segodnya.ru,1
vpered-kb[.]ru,vpered-kb[.]ru,,,[17],vpered-kb.ru,1
vpered-m[.]ru,vpered-m[.]ru,,,[17],vpered-m.ru,1
vpered-zori[.]ru,vpered-zori[.]ru,,,[17],vpered-zori.ru,1
vpered57[.]ru,vpered57[.]ru,,,[17],vpered57.ru,1
vperedbel[.]ru,vperedbel[.]ru,,,[17],vperedbel.ru,1
vpereduralan[.]ru,vpereduralan[.]ru,,,[17],vpereduralan.ru,1
vremya-molchanovo[.]ru,vremya-molchanovo[.]ru,,,[17],vremya-molchanovo.ru,1
vse-o-zhizni[.]ru,vse-o-zhizni[.]ru,,,[17],vse-o-zhizni.ru,1
vsev-gazeta[.]ru,vsev-gazeta[.]ru,,,[17],vsev-gazeta.ru,1
vsya-igra[.]ru,vsya-igra[.]ru,,,[17],vsya-igra.ru,1
vvanino[.]ru,vvanino[.]ru,,,[17],vvanino.ru,1
vvp-kotelnich[.]ru,vvp-kotelnich[.]ru,,,[17],vvp-kotelnich.ru,1
vyazemski[.]ru,vyazemski[.]ru,,,[17],vyazemski.ru,1
vyazemskie-vedomosti[.]ru,vyazemskie-vedomosti[.]ru,,,[17],vyazemskie-vedomosti.ru,1
vyazma-vedomosti[.]ru,vyazma-vedomosti[.]ru,,,[17],vyazma-vedomosti.ru,1
vyazniki-nedelya[.]ru,vyazniki-nedelya[.]ru,,,[17],vyazniki-nedelya.ru,1
vybor-krasnogoria[.]ru,vybor-krasnogoria[.]ru,,,[17],vybor-krasnogoria.ru,1
vyborg-avtograf[.]ru,vyborg-avtograf[.]ru,,,[17],vyborg-avtograf.ru,1
vygonichi[.]ru,vygonichi[.]ru,,,[17],vygonichi.ru,1
wyksa-r[.]ru,wyksa-r[.]ru,,,[17],wyksa-r.ru,1
xn----8sbjhmaeayppbwkpbar6b[.]xn--p1ai,xn----8sbjhmaeayppbwkpbar6b[.]xn--p1ai,,,[17],xn----8sbjhmaeayppbwkpbar6b.xn--p1ai,1
yagodnoe[.]press,yagodnoe[.]press,,,[17],yagodnoe.press,1
yalutor-volna[.]ru,yalutor-volna[.]ru,,,[17],yalutor-volna.ru,1
yamal-time[.]ru,yamal-time[.]ru,,,[17],yamal-time.ru,1
yamaltime[.]ru,yamaltime[.]ru,,,[17],yamaltime.ru,1
yar-gorod[.]ru,yar-gorod[.]ru,,,[17],yar-gorod.ru,1
yarbiz[.]info,yarbiz[.]info,,,[17],yarbiz.info,1
yarkovosti[.]ru,yarkovosti[.]ru,,,[17],yarkovosti.ru,1
yashalta-dnevnik[.]ru,yashalta-dnevnik[.]ru,,,[17],yashalta-dnevnik.ru,1
yashkur-bodya[.]ru,yashkur-bodya[.]ru,,,[17],yashkur-bodya.ru,1
yaskluch[.]ru,yaskluch[.]ru,,,[17],yaskluch.ru,1
yugorski-glagol[.]ru,yugorski-glagol[.]ru,,,[17],yugorski-glagol.ru,1
yurga-nov[.]ru,yurga-nov[.]ru,,,[17],yurga-nov.ru,1
yuriev-polski[.]ru,yuriev-polski[.]ru,,,[17],yuriev-polski.ru,1
z-steppe[.]ru,z-steppe[.]ru,,,[17],z-steppe.ru,1
za-izobilie57[.]ru,za-izobilie57[.]ru,,,[17],za-izobilie57.ru,1
za-urozai[.]ru,za-urozai[.]ru,,,[17],za-urozai.ru,1
zabaykalsk-vedomosti[.]ru,zabaykalsk-vedomosti[.]ru,,,[17],zabaykalsk-vedomosti.ru,1
zabrabochii[.]ru,zabrabochii[.]ru,,,[17],zabrabochii.ru,1
zadonskie-zori[.]ru,zadonskie-zori[.]ru,,,[17],zadonskie-zori.ru,1
zalegoshch[.]ru,zalegoshch[.]ru,,,[17],zalegoshch.ru,1
zaozerny-kray[.]ru,zaozerny-kray[.]ru,,,[17],zaozerny-kray.ru,1
zaplica[.]ru,zaplica[.]ru,,,[17],zaplica.ru,1
zapolyarny-region[.]ru,zapolyarny-region[.]ru,,,[17],zapolyarny-region.ru,1
zaraisk-news[.]ru,zaraisk-news[.]ru,,,[17],zaraisk-news.ru,1
zariagazeta[.]ru,zariagazeta[.]ru,,,[17],zariagazeta.ru,1
zarya-kgorod[.]ru,zarya-kgorod[.]ru,,,[17],zarya-kgorod.ru,1
zarya-kurg[.]ru,zarya-kurg[.]ru,,,[17],zarya-kurg.ru,1
zarya-sev[.]ru,zarya-sev[.]ru,,,[17],zarya-sev.ru,1
zarya-urala[.]ru,zarya-urala[.]ru,,,[17],zarya-urala.ru,1
zarya57[.]ru,zarya57[.]ru,,,[17],zarya57.ru,1
zaryakaspiya[.]ru,zaryakaspiya[.]ru,,,[17],zaryakaspiya.ru,1
zaryapirov[.]ru,zaryapirov[.]ru,,,[17],zaryapirov.ru,1
zatozelenogorsk[.]ru,zatozelenogorsk[.]ru,,,[17],zatozelenogorsk.ru,1
zavety-i[.]ru,zavety-i[.]ru,,,[17],zavety-i.ru,1
zavety-len[.]ru,zavety-len[.]ru,,,[17],zavety-len.ru,1
zavodoukovsk-gazeta[.]ru,zavodoukovsk-gazeta[.]ru,,,[17],zavodoukovsk-gazeta.ru,1
zavyalovsky-flag[.]ru,zavyalovsky-flag[.]ru,,,[17],zavyalovsky-flag.ru,1
zelenchukpravda[.]ru,zelenchukpravda[.]ru,,,[17],zelenchukpravda.ru,1
zemlya-n[.]ru,zemlya-n[.]ru,,,[17],zemlya-n.ru,1
zempodolsk[.]ru,zempodolsk[.]ru,,,[17],zempodolsk.ru,1
zemskie-vesti[.]ru,zemskie-vesti[.]ru,,,[17],zemskie-vesti.ru,1
zemvv[.]ru,zemvv[.]ru,,,[17],zemvv.ru,1
zernograd[.]biz,zernograd[.]biz,,,[17],zernograd.biz,1
zhatay[.]com,zhatay[.]com,,,[17],zhatay.com,1
zheleznogorsk-panorama[.]ru,zheleznogorsk-panorama[.]ru,,,[17],zheleznogorsk-panorama.ru,1
zhen-dagestana[.]ru,zhen-dagestana[.]ru,,,[17],zhen-dagestana.ru,1
ziminski-region[.]ru,ziminski-region[.]ru,,,[17],ziminski-region.ru,1
zmi-novosni[.]ru,zmi-novosni[.]ru,,,[17],zmi-novosni.ru,1
zmievka-novosti[.]ru,zmievka-novosti[.]ru,,,[17],zmievka-novosti.ru,1
zn-press[.]ru,zn-press[.]ru,,,[17],zn-press.ru,1
zn-smol[.]ru,zn-smol[.]ru,,,[17],zn-smol.ru,1
znamensk-tribuna[.]ru,znamensk-tribuna[.]ru,,,[17],znamensk-tribuna.ru,1
znamenskaya-tribuna[.]ru,znamenskaya-tribuna[.]ru,,,[17],znamenskaya-tribuna.ru,1
znamya-plast[.]ru,znamya-plast[.]ru,,,[17],znamya-plast.ru,1
znamya-trud[.]ru,znamya-trud[.]ru,,,[17],znamya-trud.ru,1
zntrud[.]ru,zntrud[.]ru,,,[17],zntrud.ru,1
zntruda[.]ru,zntruda[.]ru,,,[17],zntruda.ru,1
zolotuhino-raion[.]ru,zolotuhino-raion[.]ru,,,[17],zolotuhino-raion.ru,1
zvezda-langepas[.]ru,zvezda-langepas[.]ru,,,[17],zvezda-langepas.ru,1
zvezda-sah[.]ru,zvezda-sah[.]ru,,,[17],zvezda-sah.ru,1
infoshos[.]ru,infoshos[.]ru,,,[21],infoshos.ru,1
akhun[.]ru,akhun[.]ru,,,[21],akhun.ru,1
dommechta[.]com,dommechta[.]com,,,[21],dommechta.com,1
k-koncept[.]ru,k-koncept[.]ru,,,[21],k-koncept.ru,1
kan-imo[.]ru,kan-imo[.]ru,,,[21],kan-imo.ru,1
uspeh-dom[.]ru,uspeh-dom[.]ru,,,[21],uspeh-dom.ru,1
metall-forma[.]ru,metall-forma[.]ru,,,[21],metall-forma.ru,1
metall-vitamet[.]ru,metall-vitamet[.]ru,,,[21],metall-vitamet.ru,1
metals-trading[.]pro,metals-trading[.]pro,,,[21],metals-trading.pro,1
ralkon[.]ru,ralkon[.]ru,,,[21],ralkon.ru,1
pl-oil[.]ru,pl-oil[.]ru,,,[21],pl-oil.ru,1
techpolicom[.]ru,techpolicom[.]ru,,,[21],techpolicom.ru,1
techpolycom[.]ru,techpolycom[.]ru,,,[21],techpolycom.ru,1
rusoptics[.]com,rusoptics[.]com,,,[21],rusoptics.com,1
uniones[.]ru,uniones[.]ru,,,[21],uniones.ru,1
ssmp[.]ru,ssmp[.]ru,,,[21],ssmp.ru,1
sneginca[.]ru,sneginca[.]ru,,,[21],sneginca.ru,1
leaducation[.]ru,leaducation[.]ru,,,[21],leaducation.ru,1
volnoe-delo[.]org,volnoe-delo[.]org,,,[21],volnoe-delo.org,1
ak-sp[.]ru,ak-sp[.]ru,,,[21],ak-sp.ru,1
labrand[.]ru,labrand[.]ru,,,[21],labrand.ru,1
prosambo[.]com,prosambo[.]com,,,[21],prosambo.com,1
sambist[.]ru,sambist[.]ru,,,[21],sambist.ru,1
referee[.]ru,referee[.]ru,,,[21],referee.ru,1
ssvr[.]ru,ssvr[.]ru,,,[21],ssvr.ru,1
amur-trassa[.]ru,amur-trassa[.]ru,,,[21],amur-trassa.ru,1
dorconf2009[.]ru,dorconf2009[.]ru,,,[21],dorconf2009.ru,1
opengovfda[.]ru,opengovfda[.]ru,,,[21],opengovfda.ru,1
romanovy400[.]ru,romanovy400[.]ru,,,[21],romanovy400.ru,1
romanov-2013[.]ru,romanov-2013[.]ru,,,[21],romanov-2013.ru,1
rus1150[.]org,rus1150[.]org,,,[21],rus1150.org,1
moi-deputat[.]ru,moi-deputat[.]ru,,,[21],moi-deputat.ru,1
moy-deputat[.]ru,moy-deputat[.]ru,,,[21],moy-deputat.ru,1
chyi[.]ru,chyi[.]ru,,,[21],chyi.ru,1
ehoosha[.]com,ehoosha[.]com,,,[21],ehoosha.com,1
ehoosha[.]ru,ehoosha[.]ru,,,[21],ehoosha.ru,1
tvybor[.]ru,tvybor[.]ru,,,[21],tvybor.ru,1
infokirgizia[.]ru,infokirgizia[.]ru,,,[21],infokirgizia.ru,1
kobzarev[.]com,kobzarev[.]com,,,[21],kobzarev.com,1
unisco[.]ru,unisco[.]ru,,,[21],unisco.ru,1
icrea[.]ru,icrea[.]ru,,,[21],icrea.ru,1
Astra-Plus,astra-plus[.]ru,,,[21],astra-plus.ru,1
turval[.]ru,turval[.]ru,,,[21],turval.ru,1
genocide-in-ossetia[.]com,genocide-in-ossetia[.]com,,,[21],genocide-in-ossetia.com,1
victoryforpeace[.]ru,victoryforpeace[.]ru,,,[21],victoryforpeace.ru,1
bbc-uk.news,bbc-uk.news,Defunct,Spoof of the BBC.,[24],bbc-uk.news,1
The Boston Times,bostontimes[.]org,,"Spoof of The Boston Times, a 19th-20th century newspaper in the United States. Asserted by France 24 of having its logo created by a Generative AI model.",[25][29][30][31][32][33][22][34][35][27][24][6],bostontimes.org,1
British Chronicle,britishchronicle.com,,,[35][28][24],britishchronicle.com,1
centralrecord[.]org,centralrecord[.]org,,,[22],centralrecord.org,1
Chicago Chronicle,chicagochron[.]com,Defunct,"Spoof of the Chicago Chronicle, a late 19th-early 20th century newspaper in the United States.",[36][37][25][29][30][32][22][35][28][27],chicagochron.com,1
Chicago Crier,chicagocrier[.]com,,,[30][32][35][24],chicagocrier.com,1
Clear Story News,clearstory[.]news,,Accused by the United States federal government of publishing fabricated audio of a conversation between US officials.,[25][22][36][38][35][27][24],clearstory.news,1
DC Weekly,dcweekly[.]org,,Published and spread false claims about Ukraine president Volodymyr Zelenskyy. Accused by researchers of using generative AI for their stories.,[39][40][36][41][42][29][30][32][22][35][28][27][24],dcweekly.org,1
falconeye.tech,falconeye.tech,,,[35],falconeye.tech,1
The Flagstaff Post,flagstaffpost[.]com,,,[25][29][27][6],flagstaffpost.com,1
franceencolere[.]fr,franceencolere[.]fr,,"Promoted an impostor site of the Renaissance Party that falsely claimed that the party would pay citizens to vote for them during the first round of the 2024 French legislative election. Many articles were reposted from a website used in Russia's Doppelganger campaign. The Atlantic Council's Digital Forensic Research Lab concluded that the site likely used a large language model to attempt to rewrite articles from French news sources such as Le Parisien, 20 Minutes, Lib̩ration, Le Figaro, Le Monde, and La Croix.",[9],franceencolere.fr,1
GBGeopolitics,gbgeopolitics.com,,,[35][28][24],gbgeopolitics.com,1
The Houston Post,houstonpost[.]org,,Spoofs the Houston Post. Includes prompts for large language models in some of its articles.,[25][29][30][34][27],houstonpost.org,1
infosindependants.fr,infosindependants.fr,Defunct,,[35][27][24],infosindependants.fr,1
KBSF-San Francisco News,kbsf-tv.com,Defunct,Spread false claim about Kamala Harris. Imitates a local news TV station. Copied articles from ABC News and CBS News.,[43][44][45][46][47],kbsf-tv.com,1
London Crier,londoncrier.co.uk,Defunct,,[35][22][28][27][24],londoncrier.co.uk,1
London Crier,londoncrier.com,Defunct,,[35][22][28][27][24],londoncrier.com,1
LondonChronicleNews,londonchronicle.news,,,[35][28][24],londonchronicle.news,1
Miami Chronicle,miamichron[.]com,,"Falsely claims to have been in existence since 1937, since it was registered in February 2024. The ""About"" page contains Loren ipsum. Some of the site images have filenames in Russian. According to the New York Times, the site does not have valid contact info. Accused by the United States federal government of publishing fabricated audio of a conversation between US officials.",[36][29][32][22][35][28][24],miamichron.com,1
New York News Daily,nynewsdaily[.]org,,Spoofs New York Daily News.,[36][29][32][22][35][28][27][24],nynewsdaily.org,1
San Fran Chron,sanfranchron[.]com,,Spoofs the San Francisco Chronicle.,[25][29][32][22][35][27][24],sanfranchron.com,1
Verite Cachee France,veritecachee[.]fr,,"Noted by researchers to use Generative AI to produce articles based on French news websites. Some article titles include prompts for large language models. Website name is misspelled, missing accents.",[22][48][49][50],veritecachee.fr,1
vidvist.com,vidvist.com,,,[35],vidvist.com,1
XposedEm,xposedem[.]com,,,[22][35][24],xposedem.com,1
abakan-news[.]net,abakan-news[.]net,,,[51],abakan-news.net,1
adygheya-news[.]net,adygheya-news[.]net,,,[51],adygheya-news.net,1
alchevsk-news[.]ru,alchevsk-news[.]ru,,,[51],alchevsk-news.ru,1
altay-news[.]net,altay-news[.]net,,,[51],altay-news.net,1
amur-news[.]net,amur-news[.]net,,,[51],amur-news.net,1
arkhangelsk-news[.]net,arkhangelsk-news[.]net,,,[51],arkhangelsk-news.net,1
astrakhan-news[.]net,astrakhan-news[.]net,,,[51],astrakhan-news.net,1
baikal-news[.]net,baikal-news[.]net,,,[51],baikal-news.net,1
barnaul-news[.]net,barnaul-news[.]net,,,[51],barnaul-news.net,1
bc-news[.]ru,bc-news[.]ru,,,[51],bc-news.ru,1
belgorod-news[.]net,belgorod-news[.]net,,,[51],belgorod-news.net,1
berdyansk-news[.]ru,berdyansk-news[.]ru,,,[51],berdyansk-news.ru,1
birobidzhan-news[.]net,birobidzhan-news[.]net,,,[51],birobidzhan-news.net,1
bryansk-news[.]net,bryansk-news[.]net,,,[51],bryansk-news.net,1
cheb-news[.]net,cheb-news[.]net,,,[51],cheb-news.net,1
chelyabinsk-news[.]net,chelyabinsk-news[.]net,,,[51],chelyabinsk-news.net,1
cherkassy-news[.]ru,cherkassy-news[.]ru,,,[51],cherkassy-news.ru,1
cherkessk-news[.]net,cherkessk-news[.]net,,,[51],cherkessk-news.net,1
chernigov-news[.]ru,chernigov-news[.]ru,,,[51],chernigov-news.ru,1
chernovcy-news[.]ru,chernovcy-news[.]ru,,,[51],chernovcy-news.ru,1
chita-news[.]net,chita-news[.]net,,,[51],chita-news.net,1
chukotka-news[.]net,chukotka-news[.]net,,,[51],chukotka-news.net,1
crimea-news[.]com,crimea-news[.]com,,,[51],crimea-news.com,1
dagestan-news[.]net,dagestan-news[.]net,,,[51],dagestan-news.net,1
dnepr-news[.]ru,dnepr-news[.]ru,,,[51],dnepr-news.ru,1
dneprnews.com[.]ua,dneprnews.com[.]ua,,,[51],dneprnews.com.ua,1
dneprodzerzhinsk-news[.]ru,dneprodzerzhinsk-news[.]ru,,,[51],dneprodzerzhinsk-news.ru,1
dnr-news[.]ru,dnr-news[.]ru,,,[51],dnr-news.ru,1
donetsk-news[.]ru,donetsk-news[.]ru,,,[51],donetsk-news.ru,1
gazeta.kharkiv[.]ua,gazeta.kharkiv[.]ua,,,[51],gazeta.kharkiv.ua,1
georgia-news[.]com,georgia-news[.]com,,,[52],georgia-news.com,1
gorlovka-news[.]ru,gorlovka-news[.]ru,,,[51],gorlovka-news.ru,1
grozny-news[.]net,grozny-news[.]net,,,[51],grozny-news.net,1
if-news[.]ru,if-news[.]ru,,,[51],if-news.ru,1
ingushetiya-news[.]net,ingushetiya-news[.]net,,,[51],ingushetiya-news.net,1
irkutsk-news[.]net,irkutsk-news[.]net,,,[51],irkutsk-news.net,1
ivanovo-news[.]net,ivanovo-news[.]net,,,[51],ivanovo-news.net,1
izhevsk-news[.]net,izhevsk-news[.]net,,,[51],izhevsk-news.net,1
kaliningrad-news[.]net,kaliningrad-news[.]net,,,[51],kaliningrad-news.net,1
kalmykia-news[.]net,kalmykia-news[.]net,,,[51],kalmykia-news.net,1
kaluga-news[.]net,kaluga-news[.]net,,,[51],kaluga-news.net,1
kamchatka-news[.]net,kamchatka-news[.]net,,,[51],kamchatka-news.net,1
karelia-news[.]net,karelia-news[.]net,,,[51],karelia-news.net,1
kazan-news[.]net,kazan-news[.]net,,,[51],kazan-news.net,1
kemerovo-news[.]net,kemerovo-news[.]net,,,[51],kemerovo-news.net,1
khabarovsk-news[.]net,khabarovsk-news[.]net,,,[51],khabarovsk-news.net,1
kherson-news[.]ru,kherson-news[.]ru,,,[51],kherson-news.ru,1
khmelnitskiy-news[.]ru,khmelnitskiy-news[.]ru,,,[51],khmelnitskiy-news.ru,1
kiev-news.com[.]ua,kiev-news.com[.]ua,,,[51],kiev-news.com.ua,1
kirov-news[.]net,kirov-news[.]net,,,[51],kirov-news.net,1
kirovograd-news[.]ru,kirovograd-news[.]ru,,,[51],kirovograd-news.ru,1
komi-news[.]net,komi-news[.]net,,,[51],komi-news.net,1
kostroma-news[.]net,kostroma-news[.]net,,,[51],kostroma-news.net,1
kramatorsk-news[.]ru,kramatorsk-news[.]ru,,,[51],kramatorsk-news.ru,1
krasnodar-news[.]net,krasnodar-news[.]net,,,[51],krasnodar-news.net,1
krasnoyarsk-news[.]net,krasnoyarsk-news[.]net,,,[51],krasnoyarsk-news.net,1
kremenchug-news[.]ru,kremenchug-news[.]ru,,,[51],kremenchug-news.ru,1
krivoy-rog-news[.]ru,krivoy-rog-news[.]ru,,,[51],krivoy-rog-news.ru,1
kurgan-news[.]net,kurgan-news[.]net,,,[51],kurgan-news.net,1
kursk-news[.]net,kursk-news[.]net,,,[51],kursk-news.net,1
latvia-news[.]com,latvia-news[.]com,,,[52],latvia-news.com,1
lenta.donetsk[.]ua,lenta.donetsk[.]ua,,,[51],lenta.donetsk.ua,1
lenta.if[.]ua,lenta.if[.]ua,,,[51],lenta.if.ua,1
lenta.kharkiv[.]ua,lenta.kharkiv[.]ua,,,[51],lenta.kharkiv.ua,1
lenta.lviv[.]ua,lenta.lviv[.]ua,,,[51],lenta.lviv.ua,1
lenta.te[.]ua,lenta.te[.]ua,,,[51],lenta.te.ua,1
